PEDIDO;PRODUTO;QUANTIDADE;PREÇO UNITÁRIO;DATA E HORA COMPRA;CIDADE;CÓDIGO CLIENTE
251217;Cabo de carregamento Lightning;1;76,99;08/04/2023 15:42;Manaus;10001
251218;Fones de ouvido Bose SoundSport;1;514,94;09/06/2023 23:12;Fortaleza;94016
251219;Pilhas AA (pacote com 4);1;19,77;03/02/2023 11:16;Bahia;97035
251220;Fones de ouvido com fio;2;61,74;25/08/2023 14:48;Bahia;4101
251220;Fones de ouvido com fio;1;61,74;18/05/2023 14:53;Bahia;4101
251221;Fones de ouvido com fio;1;61,74;21/01/2023 15:36;São Paulo;90001
251222;Pilhas AA (pacote com 4);1;19,77;06/06/2023 03:27;Florianópolis;75001
251223;Baterias AAA (pacote com 4);3;15,39;11/04/2023 01:26;Florianópolis;75001
251224;Cabo de carregamento Lightning;1;76,99;26/03/2023 13:22;Manaus;10001
251225;Pilhas AA (pacote com 4);1;19,77;01/01/2023 06:38;Fortaleza;94016
251226;Xiaomi Redmi 10;1;3090;29/08/2023 15:56;Rio de Janeiro;73301
251226;Cabo de carregamento USB-C;1;61,54;19/04/2023 17:12;Rio de Janeiro;73301
251227;Baterias AAA (pacote com 4);1;15,39;22/09/2023 08:01;Fortaleza;94016
251228;Baterias AAA (pacote com 4);2;15,39;07/05/2023 20:38;Rio de Janeiro;73301
251229;Baterias AAA (pacote com 4);1;15,39;27/01/2023 13:51;Fortaleza;94016
251230;Cabo de carregamento USB-C;1;61,54;10/09/2023 03:19;Fortaleza;94016
251231;Cabo de carregamento USB-C;1;61,54;07/10/2023 04:02;Manaus;10001
251232;Monitor ultralargo de 34 pol.;1;1956,94;27/05/2023 12:50;Rio de Janeiro;73301
251233;Pilhas AA (pacote com 4);3;19,77;11/09/2023 22:31;Manaus;10001
251234;Fones de ouvido Apple Airpods;1;772,5;04/11/2022 02:04;Salvador;2215
251235;Baterias AAA (pacote com 4);1;15,39;21/02/2023 12:00;São Paulo;90001
251236;Fones de ouvido com fio;1;61,74;26/11/2022 18:17;Campinas;30301
251237;Cabo de carregamento Lightning;1;76,99;10/09/2023 06:41;São Paulo;90001
251238;Fones de ouvido Bose SoundSport;1;514,94;12/08/2023 14:20;Campinas;30301
251239;Baterias AAA (pacote com 4);2;15,39;12/04/2023 16:57;Manaus;10001
251240;Telefone Motorola X;1;2060;16/02/2023 13:16;Belo Horizonte;98101
251240;Cabo de carregamento USB-C;1;61,54;07/08/2023 23:00;Belo Horizonte;98101
251241;Fones de ouvido Apple Airpods;1;772,5;30/10/2022 06:56;São Paulo;90001
251242;Pilhas AA (pacote com 4);2;19,77;20/08/2023 11:47;Campinas;30301
251243;Fones de ouvido Apple Airpods;1;772,5;02/12/2022 17:45;São Paulo;90001
251244;Cabo de carregamento USB-C;1;61,54;09/07/2023 23:57;Belo Horizonte;98101
251245;Monitor de 20 polegadas;1;566,44;07/02/2023 06:00;Bahia;97035
251246;Cabo de carregamento USB-C;1;61,54;03/10/2023 17:10;Fortaleza;94016
251247;Fones de ouvido Apple Airpods;1;772,5;26/04/2023 15:05;Belo Horizonte;98101
251248;Monitor FHD de 27 polegadas;1;772,44;27/12/2022 22:41;Manaus;10001
251249;Xiaomi Redmi 10;1;3090;11/03/2023 12:39;Bahia;97035
251250;Monitor ultralargo de 34 pol.;1;1956,94;22/12/2022 01:14;São Paulo;90001
251251;Pilhas AA (pacote com 4);1;19,77;23/05/2023 19:10;Bahia;97035
251252;Fones de ouvido Apple Airpods;1;772,5;13/09/2023 15:18;Manaus;10001
251253;Fones de ouvido Bose SoundSport;1;514,94;04/02/2023 08:49;Belo Horizonte;98101
251254;Pilhas AA (pacote com 4);2;19,77;30/01/2023 17:46;Manaus;10001
251255;Monitor FHD de 27 polegadas;1;772,44;14/01/2023 04:54;Fortaleza;94016
251256;Baterias AAA (pacote com 4);2;15,39;08/07/2023 08:41;Belo Horizonte;98101
251257;Monitor FHD de 27 polegadas;1;772,44;05/05/2023 05:11;Fortaleza;94016
251258;Cabo de carregamento Lightning;1;76,99;10/06/2023 16:55;Fortaleza;94016
251259;Monitor para jogos 4K de 27 polegadas;1;2008,44;29/08/2023 07:30;Belo Horizonte;98101
251260;Monitor FHD de 27 polegadas;1;772,44;13/11/2022 09:25;São Paulo;90001
251261;Laptop ThinkPad;1;5149,94;15/03/2023 03:08;Campinas;30301
251262;Fones de ouvido com fio;1;61,74;27/04/2023 12:43;São Paulo;90001
251263;Cabo de carregamento Lightning;1;76,99;16/03/2023 10:27;Fortaleza;94016
251264;Baterias AAA (pacote com 4);1;15,39;31/08/2023 19:26;São Paulo;90001
251265;Monitor ultralargo de 34 pol.;1;1956,94;30/10/2022 22:04;Fortaleza;94016
251266;Pilhas AA (pacote com 4);1;19,77;02/01/2023 16:24;Campinas;30301
251267;Fones de ouvido com fio;1;61,74;04/05/2023 21:33;São Paulo;90001
251268;Fones de ouvido Apple Airpods;1;772,5;08/03/2023 14:04;Fortaleza;94016
251269;Fones de ouvido com fio;1;61,74;17/02/2023 21:17;Campinas;30301
251270;Baterias AAA (pacote com 4);1;15,39;13/07/2023 08:08;Bahia;4101
251271;Monitor FHD de 27 polegadas;1;772,44;25/02/2023 09:10;Campinas;30301
251272;iPhone;1;9890;15/04/2023 04:41;Florianópolis;75001
251273;Cabo de carregamento Lightning;1;76,99;06/08/2023 14:41;Manaus;10001
251274;Fones de ouvido com fio;1;61,74;04/12/2022 15:19;Fortaleza;94016
251275;Pilhas AA (pacote com 4);1;19,77;06/03/2023 11:26;Fortaleza;94016
251276;Laptop ThinkPad;1;5149,94;14/04/2023 20:31;Bahia;97035
251277;Baterias AAA (pacote com 4);1;15,39;18/06/2023 13:01;Campinas;30301
251278;Monitor FHD de 27 polegadas;1;772,44;05/04/2023 23:25;Rio de Janeiro;73301
251279;Monitor de 20 polegadas;1;566,44;14/03/2023 06:04;Rio de Janeiro;73301
251280;Telefone Motorola X;1;2060;24/10/2022 01:20;Fortaleza;94016
251280;Fones de ouvido Bose SoundSport;1;514,94;24/04/2023 21:46;Fortaleza;94016
251281;Fones de ouvido com fio;1;61,74;07/05/2023 20:36;Fortaleza;94016
251282;Cabo de carregamento USB-C;1;61,54;05/06/2023 21:35;São Paulo;90001
251283;Baterias AAA (pacote com 4);1;15,39;23/09/2023 01:02;Bahia;4101
251284;Monitor para jogos 4K de 27 polegadas;1;2008,44;30/07/2023 09:06;Campinas;30301
251285;Fones de ouvido Apple Airpods;1;772,5;02/03/2023 21:41;Fortaleza;94016
251286;Cabo de carregamento USB-C;1;61,54;19/01/2023 00:16;Fortaleza;94016
251287;Fones de ouvido Bose SoundSport;1;514,94;28/04/2023 08:35;São Paulo;90001
251288;Cabo de carregamento USB-C;1;61,54;06/07/2023 22:55;São Paulo;90001
251289;Fones de ouvido com fio;1;61,74;02/12/2022 08:21;Fortaleza;94016
251290;Xiaomi Redmi 10;1;3090;29/04/2023 15:43;Belo Horizonte;98101
251291;Pilhas AA (pacote com 4);1;19,77;22/01/2023 19:57;Salvador;2215
251292;Xiaomi Redmi 10;1;3090;15/10/2022 18:48;São Paulo;90001
251293;iPhone;1;9890;12/01/2023 03:01;Florianópolis;75001
251294;Cabo de carregamento USB-C;1;61,54;08/06/2023 01:30;Belo Horizonte;98101
251295;Monitor ultralargo de 34 pol.;1;1956,94;22/09/2023 06:07;Fortaleza;94016
251296;Xiaomi Redmi 10;1;3090;07/11/2022 09:36;Belo Horizonte;98101
251297;iPhone;1;9890;06/03/2023 00:03;Bahia;97035
251297;Fones de ouvido com fio;1;61,74;31/03/2023 13:57;Bahia;97035
251298;Fones de ouvido com fio;2;61,74;05/10/2023 06:19;Salvador;2215
251299;Pilhas AA (pacote com 4);1;19,77;20/05/2023 19:17;São Paulo;90001
251300;Cabo de carregamento Lightning;1;76,99;14/05/2023 04:47;São Paulo;90001
251301;Cabo de carregamento Lightning;1;76,99;15/09/2023 03:41;São Paulo;90001
251302;Pilhas AA (pacote com 4);1;19,77;10/10/2023 05:18;Belo Horizonte;98101
251303;Laptop Macbook Pro;1;8755;24/04/2023 15:04;Manaus;10001
251304;Monitor ultralargo de 34 pol.;1;1956,94;25/01/2023 09:15;Rio de Janeiro;73301
251305;Fones de ouvido com fio;1;61,74;12/10/2022 13:23;Fortaleza;94016
251306;Fones de ouvido Apple Airpods;1;772,5;27/11/2022 18:43;Salvador;2215
251307;Monitor FHD de 27 polegadas;1;772,44;03/09/2023 14:09;Salvador;2215
251308;Fones de ouvido Bose SoundSport;1;514,94;02/06/2023 01:55;Salvador;2215
251309;Cabo de carregamento Lightning;2;76,99;24/12/2022 23:51;Fortaleza;94016
251310;Monitor FHD de 27 polegadas;1;772,44;02/05/2023 18:56;São Paulo;90001
251311;Fones de ouvido com fio;1;61,74;25/12/2022 09:38;Bahia;97035
251312;Monitor FHD de 27 polegadas;1;772,44;14/12/2022 16:10;Belo Horizonte;98101
251313;Baterias AAA (pacote com 4);1;15,39;16/03/2023 11:13;Salvador;2215
251314;Cabo de carregamento Lightning;1;76,99;05/07/2023 15:12;Manaus;10001
251315;Fones de ouvido Apple Airpods;1;772,5;01/02/2023 09:18;Fortaleza;94016
251316;Cabo de carregamento USB-C;1;61,54;31/01/2023 21:39;Manaus;10001
251317;Laptop ThinkPad;1;5149,94;26/10/2022 20:10;Belo Horizonte;98101
251318;Pilhas AA (pacote com 4);1;19,77;17/10/2022 22:28;Bahia;97035
251319;Laptop ThinkPad;1;5149,94;10/03/2023 20:47;Fortaleza;94016
251320;Cabo de carregamento Lightning;1;76,99;20/11/2022 23:26;São Paulo;90001
251321;Cabo de carregamento Lightning;1;76,99;06/05/2023 17:01;Fortaleza;94016
251322;Fones de ouvido Apple Airpods;1;772,5;11/06/2023 17:25;Salvador;2215
251323;Monitor FHD de 27 polegadas;1;772,44;26/06/2023 16:43;Salvador;2215
251324;Xiaomi Redmi 10;1;3090;07/06/2023 14:05;Belo Horizonte;98101
251325;Monitor de 20 polegadas;1;566,44;29/12/2022 20:05;Fortaleza;94016
251326;Cabo de carregamento Lightning;1;76,99;10/07/2023 17:29;São Paulo;90001
251327;Fones de ouvido com fio;2;61,74;17/03/2023 09:39;Rio de Janeiro;73301
251328;Cabo de carregamento Lightning;1;76,99;19/08/2023 05:06;Salvador;2215
251329;Cabo de carregamento USB-C;1;61,54;02/07/2023 12:53;Florianópolis;75001
251330;Fones de ouvido com fio;1;61,74;20/06/2023 22:01;Fortaleza;94016
251331;Fones de ouvido Apple Airpods;1;772,5;19/02/2023 05:09;Fortaleza;94016
251332;Fones de ouvido com fio;1;61,74;12/11/2022 20:42;Fortaleza;94016
251332;Cabo de carregamento Lightning;1;76,99;24/03/2023 06:58;Fortaleza;94016
251333;TV de tela plana;1;1545;05/09/2023 20:30;Belo Horizonte;98101
251334;Laptop ThinkPad;1;5149,94;06/04/2023 12:52;Manaus;10001
251335;Fones de ouvido Apple Airpods;1;772,5;14/06/2023 22:58;Fortaleza;94016
251336;Fones de ouvido Bose SoundSport;1;514,94;23/02/2023 06:43;Fortaleza;94016
251337;Baterias AAA (pacote com 4);2;15,39;28/09/2023 21:27;Manaus;10001
251338;Fones de ouvido Apple Airpods;1;772,5;08/07/2023 22:08;Rio de Janeiro;73301
251339;Monitor de 20 polegadas;1;566,44;11/12/2022 09:51;São Paulo;90001
251340;Fones de ouvido Apple Airpods;1;772,5;11/01/2023 20:39;Manaus;10001
251341;Cabo de carregamento USB-C;1;61,54;01/07/2023 22:39;Bahia;97035
251342;Pilhas AA (pacote com 4);1;19,77;08/02/2023 03:22;Belo Horizonte;98101
251343;Laptop ThinkPad;1;5149,94;07/04/2023 02:29;Belo Horizonte;98101
251344;Fones de ouvido Apple Airpods;1;772,5;01/12/2022 12:21;Belo Horizonte;98101
251345;Baterias AAA (pacote com 4);1;15,39;20/12/2022 14:13;Salvador;2215
251346;Fones de ouvido Bose SoundSport;1;514,94;02/12/2022 04:56;Belo Horizonte;98101
251347;Pilhas AA (pacote com 4);1;19,77;28/09/2023 07:55;Campinas;30301
251348;Laptop Macbook Pro;1;8755;10/12/2022 08:49;Manaus;10001
251349;Cabo de carregamento USB-C;1;61,54;23/01/2023 19:34;Manaus;10001
251350;Telefone Motorola X;1;2060;29/01/2023 20:32;Manaus;10001
251350;Fones de ouvido com fio;1;61,74;08/02/2023 12:16;Manaus;10001
251351;Fones de ouvido com fio;1;61,74;08/06/2023 21:35;São Paulo;90001
251352;Cabo de carregamento Lightning;1;76,99;11/05/2023 18:28;São Paulo;90001
251353;Cabo de carregamento Lightning;1;76,99;08/01/2023 12:24;Salvador;2215
251354;Monitor FHD de 27 polegadas;1;772,44;02/06/2023 02:55;Campinas;30301
251355;Telefone Motorola X;1;2060;20/06/2023 05:39;Fortaleza;94016
251356;Fones de ouvido Bose SoundSport;1;514,94;16/10/2022 07:41;Manaus;10001
251357;Monitor para jogos 4K de 27 polegadas;1;2008,44;03/06/2023 07:49;Fortaleza;94016
251358;Laptop Macbook Pro;1;8755;01/08/2023 04:19;São Paulo;90001
251359;Fones de ouvido com fio;1;61,74;22/06/2023 13:30;Salvador;2215
251360;Cabo de carregamento Lightning;1;76,99;24/10/2022 21:49;Florianópolis;75001
251361;Cabo de carregamento USB-C;1;61,54;23/10/2022 10:30;São Paulo;90001
251362;Pilhas AA (pacote com 4);1;19,77;06/01/2023 03:37;Bahia;97035
251363;Pilhas AA (pacote com 4);2;19,77;31/10/2022 07:29;Salvador;2215
251364;Fones de ouvido Apple Airpods;1;772,5;22/06/2023 02:05;São Paulo;90001
251365;Monitor ultralargo de 34 pol.;1;1956,94;24/10/2022 23:17;Florianópolis;75001
251366;Xiaomi Redmi 10;1;3090;23/05/2023 16:30;Fortaleza;94016
251367;Cabo de carregamento USB-C;1;61,54;06/02/2023 11:01;Florianópolis;75001
251368;Cabo de carregamento USB-C;1;61,54;22/06/2023 14:16;Manaus;10001
251369;Laptop Macbook Pro;1;8755;05/02/2023 06:28;São Paulo;90001
251370;Fones de ouvido com fio;1;61,74;08/03/2023 17:06;Salvador;2215
251371;Cabo de carregamento USB-C;1;61,54;18/03/2023 01:41;Rio de Janeiro;73301
251372;Fones de ouvido com fio;1;61,74;12/04/2023 03:24;Manaus;10001
251373;Laptop Macbook Pro;1;8755;21/05/2023 22:57;Manaus;10001
251374;Pilhas AA (pacote com 4);1;19,77;26/05/2023 00:45;Manaus;10001
251375;Fones de ouvido Bose SoundSport;1;514,94;10/05/2023 09:09;Salvador;2215
251376;Fones de ouvido Apple Airpods;1;772,5;27/06/2023 04:01;Belo Horizonte;98101
251377;Cabo de carregamento USB-C;1;61,54;18/02/2023 12:42;Florianópolis;75001
251378;Fones de ouvido Bose SoundSport;1;514,94;09/06/2023 09:11;Manaus;10001
251379;Fones de ouvido com fio;1;61,74;02/09/2023 23:45;Fortaleza;94016
251380;Cabo de carregamento Lightning;1;76,99;31/12/2022 15:49;São Paulo;90001
251381;Fones de ouvido Bose SoundSport;1;514,94;18/12/2022 18:23;Salvador;2215
251382;Cabo de carregamento USB-C;2;61,54;02/09/2023 11:09;Salvador;2215
251383;Monitor FHD de 27 polegadas;1;772,44;20/04/2023 12:28;Florianópolis;75001
251384;Baterias AAA (pacote com 4);2;15,39;19/08/2023 17:45;Campinas;30301
251385;Xiaomi Redmi 10;1;3090;24/02/2023 11:10;Belo Horizonte;98101
251386;Baterias AAA (pacote com 4);1;15,39;22/02/2023 09:59;Salvador;2215
251387;Baterias AAA (pacote com 4);1;15,39;04/05/2023 05:24;Campinas;30301
251388;Baterias AAA (pacote com 4);1;15,39;24/05/2023 04:33;Campinas;30301
251389;Fones de ouvido Apple Airpods;1;772,5;21/08/2023 11:43;Campinas;30301
251390;Baterias AAA (pacote com 4);2;15,39;25/04/2023 15:29;São Paulo;90001
251391;Pilhas AA (pacote com 4);3;19,77;15/06/2023 03:02;Fortaleza;94016
251392;iPhone;1;9890;23/07/2023 06:09;Salvador;2215
251393;Monitor FHD de 27 polegadas;1;772,44;02/04/2023 05:58;Fortaleza;94016
251394;Fones de ouvido com fio;2;61,74;19/05/2023 12:29;Manaus;10001
251395;Fones de ouvido com fio;1;61,74;05/10/2023 03:09;Campinas;30301
251396;Monitor para jogos 4K de 27 polegadas;1;2008,44;10/04/2023 11:25;Fortaleza;94016
251397;Pilhas AA (pacote com 4);1;19,77;03/11/2022 05:09;Bahia;97035
251398;Cabo de carregamento USB-C;1;61,54;16/04/2023 14:02;Florianópolis;75001
251399;Monitor FHD de 27 polegadas;1;772,44;23/06/2023 03:09;Salvador;2215
251400;Fones de ouvido Apple Airpods;1;772,5;27/03/2023 09:32;Florianópolis;75001
251401;Cabo de carregamento USB-C;1;61,54;28/05/2023 03:42;Belo Horizonte;98101
251402;Cabo de carregamento USB-C;2;61,54;29/11/2022 12:55;Manaus;10001
251403;Xiaomi Redmi 10;1;3090;28/04/2023 14:10;Manaus;10001
251403;Cabo de carregamento USB-C;1;61,54;27/07/2023 08:47;Manaus;10001
251404;Cabo de carregamento USB-C;1;61,54;07/07/2023 08:40;Campinas;30301
251405;Baterias AAA (pacote com 4);3;15,39;19/10/2022 14:47;Manaus;10001
251406;Laptop ThinkPad;1;5149,94;04/08/2023 09:30;Manaus;10001
251407;Cabo de carregamento Lightning;2;76,99;22/07/2023 22:34;Fortaleza;94016
251408;Cabo de carregamento USB-C;1;61,54;23/08/2023 12:57;Campinas;30301
251409;Cabo de carregamento USB-C;1;61,54;28/12/2022 07:35;Fortaleza;94016
251410;Baterias AAA (pacote com 4);1;15,39;15/11/2022 01:28;Florianópolis;75001
251411;Pilhas AA (pacote com 4);1;19,77;24/04/2023 02:22;São Paulo;90001
251412;iPhone;1;9890;06/06/2023 08:16;São Paulo;90001
251413;Cabo de carregamento Lightning;1;76,99;26/01/2023 01:37;São Paulo;90001
251414;Monitor ultralargo de 34 pol.;1;1956,94;15/12/2022 15:46;Bahia;97035
251415;Baterias AAA (pacote com 4);1;15,39;07/08/2023 18:18;Bahia;97035
251416;Fones de ouvido Apple Airpods;1;772,5;17/04/2023 23:07;São Paulo;90001
251417;Monitor para jogos 4K de 27 polegadas;1;2008,44;25/03/2023 10:24;Bahia;97035
251418;Fones de ouvido Apple Airpods;1;772,5;20/09/2023 04:42;Fortaleza;94016
251419;Cabo de carregamento USB-C;1;61,54;21/12/2022 23:15;Belo Horizonte;98101
251420;Monitor para jogos 4K de 27 polegadas;1;2008,44;06/05/2023 21:36;Fortaleza;94016
251421;Fones de ouvido com fio;1;61,74;09/01/2023 14:41;Fortaleza;94016
251422;Baterias AAA (pacote com 4);2;15,39;20/05/2023 07:14;Florianópolis;75001
251423;Cabo de carregamento USB-C;1;61,54;21/10/2022 09:39;Salvador;2215
251424;Monitor de 20 polegadas;1;566,44;04/07/2023 10:17;Bahia;97035
251425;Fones de ouvido Apple Airpods;1;772,5;17/10/2022 06:19;Campinas;30301
251426;Laptop ThinkPad;1;5149,94;26/09/2023 09:06;Fortaleza;94016
251427;Baterias AAA (pacote com 4);1;15,39;29/04/2023 23:19;Rio de Janeiro;73301
251428;Cabo de carregamento Lightning;1;76,99;02/10/2023 22:06;Fortaleza;94016
251428;Máquina de lavar LG;1;3090;02/10/2023 21:18;Fortaleza;94016
251429;Monitor ultralargo de 34 pol.;1;1956,94;20/11/2022 18:12;Florianópolis;75001
251430;Baterias AAA (pacote com 4);2;15,39;21/03/2023 13:00;Salvador;2215
251431;Cabo de carregamento USB-C;1;61,54;02/09/2023 19:10;Campinas;30301
251432;Pilhas AA (pacote com 4);1;19,77;09/04/2023 10:01;Fortaleza;94016
251433;Baterias AAA (pacote com 4);1;15,39;27/08/2023 23:42;São Paulo;90001
251434;Fones de ouvido Bose SoundSport;1;514,94;09/04/2023 16:27;São Paulo;90001
251435;Pilhas AA (pacote com 4);1;19,77;06/10/2023 04:22;Belo Horizonte;98101
251436;Fones de ouvido com fio;1;61,74;11/02/2023 00:17;Fortaleza;94016
251437;Cabo de carregamento USB-C;1;61,54;30/04/2023 22:22;Manaus;10001
251438;Fones de ouvido Apple Airpods;1;772,5;13/06/2023 04:17;Manaus;10001
251439;Xiaomi Redmi 10;1;3090;10/02/2023 23:35;Salvador;2215
251440;Fones de ouvido com fio;1;61,74;10/04/2023 11:40;São Paulo;90001
251441;Fones de ouvido com fio;1;61,74;11/09/2023 05:07;Salvador;2215
251442;Cabo de carregamento Lightning;1;76,99;13/10/2022 08:18;Belo Horizonte;98101
251443;Baterias AAA (pacote com 4);1;15,39;31/08/2023 03:31;Belo Horizonte;98101
251444;Fones de ouvido Apple Airpods;1;772,5;18/02/2023 06:11;São Paulo;90001
251445;Fones de ouvido Bose SoundSport;1;514,94;03/05/2023 03:00;Fortaleza;94016
251446;Cabo de carregamento Lightning;1;76,99;11/05/2023 14:27;Salvador;2215
251447;Cabo de carregamento Lightning;1;76,99;09/01/2023 08:59;Florianópolis;75001
251448;Fones de ouvido Bose SoundSport;1;514,94;29/04/2023 22:58;Rio de Janeiro;73301
251449;Pilhas AA (pacote com 4);3;19,77;10/10/2023 11:45;Rio de Janeiro;73301
251450;Cabo de carregamento Lightning;1;76,99;16/01/2023 03:47;Fortaleza;94016
251451;Fones de ouvido Bose SoundSport;1;514,94;11/02/2023 04:09;Campinas;30301
251452;TV de tela plana;1;1545;12/10/2022 17:44;Campinas;30301
251453;Laptop Macbook Pro;1;8755;26/09/2023 21:32;Florianópolis;75001
251454;Fones de ouvido Apple Airpods;1;772,5;26/12/2022 17:43;Florianópolis;75001
251455;Fones de ouvido Apple Airpods;1;772,5;18/11/2022 05:25;São Paulo;90001
251456;Pilhas AA (pacote com 4);2;19,77;23/08/2023 10:10;Manaus;10001
251457;Pilhas AA (pacote com 4);1;19,77;17/06/2023 23:37;Florianópolis;75001
251458;Xiaomi Redmi 10;1;3090;21/09/2023 22:21;São Paulo;90001
251459;Cabo de carregamento Lightning;1;76,99;23/03/2023 20:49;Florianópolis;75001
251460;Fones de ouvido com fio;1;61,74;18/09/2023 18:24;Belo Horizonte;98101
251461;Baterias AAA (pacote com 4);1;15,39;20/08/2023 21:02;Fortaleza;94016
251462;Monitor FHD de 27 polegadas;1;772,44;14/10/2022 08:56;Campinas;30301
251463;Fones de ouvido Apple Airpods;1;772,5;27/06/2023 07:40;Manaus;10001
251464;Cabo de carregamento USB-C;1;61,54;20/01/2023 07:01;Belo Horizonte;98101
251465;Xiaomi Redmi 10;1;3090;13/11/2022 20:27;Salvador;2215
251466;Baterias AAA (pacote com 4);1;15,39;03/10/2023 12:15;Manaus;10001
251467;Pilhas AA (pacote com 4);2;19,77;23/01/2023 02:39;São Paulo;90001
251467;Laptop ThinkPad;1;5149,94;06/06/2023 21:23;São Paulo;90001
251468;Fones de ouvido Bose SoundSport;1;514,94;10/03/2023 01:51;Belo Horizonte;98101
251469;Fones de ouvido Apple Airpods;1;772,5;23/11/2022 09:02;Florianópolis;75001
251470;Cabo de carregamento Lightning;1;76,99;12/03/2023 19:03;Fortaleza;94016
251471;Fones de ouvido Apple Airpods;1;772,5;30/07/2023 23:00;Fortaleza;94016
251472;iPhone;1;9890;25/11/2022 13:02;Rio de Janeiro;73301
251472;Fones de ouvido com fio;1;61,74;17/11/2022 21:27;Rio de Janeiro;73301
251473;Baterias AAA (pacote com 4);1;15,39;20/10/2022 06:05;São Paulo;90001
251474;Cabo de carregamento Lightning;1;76,99;12/12/2022 11:23;Florianópolis;75001
251475;Fones de ouvido com fio;1;61,74;13/08/2023 18:07;Salvador;2215
251476;Laptop Macbook Pro;1;8755;15/10/2022 04:45;São Paulo;90001
251477;Fones de ouvido Bose SoundSport;1;514,94;21/12/2022 03:38;Rio de Janeiro;73301
251478;Pilhas AA (pacote com 4);1;19,77;23/05/2023 05:58;Fortaleza;94016
251479;Fones de ouvido com fio;1;61,74;13/07/2023 06:40;Fortaleza;94016
251480;Cabo de carregamento USB-C;1;61,54;27/01/2023 01:54;Bahia;97035
251481;Cabo de carregamento USB-C;1;61,54;18/05/2023 06:04;Salvador;2215
251482;Fones de ouvido Bose SoundSport;1;514,94;17/05/2023 03:31;São Paulo;90001
251483;Baterias AAA (pacote com 4);1;15,39;08/01/2023 16:50;Florianópolis;75001
251484;Fones de ouvido Apple Airpods;1;772,5;20/02/2023 02:08;Manaus;10001
251485;Fones de ouvido com fio;1;61,74;29/05/2023 18:12;Fortaleza;94016
251486;iPhone;1;9890;04/11/2022 12:18;Florianópolis;75001
251487;Fones de ouvido com fio;1;61,74;06/05/2023 18:05;São Paulo;90001
251488;Cabo de carregamento USB-C;1;61,54;09/05/2023 02:34;Salvador;2215
251489;Fones de ouvido Apple Airpods;1;772,5;02/11/2022 14:33;São Paulo;90001
251490;Baterias AAA (pacote com 4);1;15,39;25/06/2023 09:23;São Paulo;90001
251491;Baterias AAA (pacote com 4);3;15,39;09/07/2023 06:19;Florianópolis;75001
251492;Fones de ouvido Bose SoundSport;1;514,94;19/05/2023 02:50;Salvador;2215
251493;Fones de ouvido com fio;1;61,74;15/08/2023 15:46;Salvador;2215
251494;Cabo de carregamento Lightning;1;76,99;24/03/2023 05:49;Florianópolis;75001
251495;Pilhas AA (pacote com 4);2;19,77;01/01/2023 13:08;Belo Horizonte;98101
251496;Cabo de carregamento USB-C;1;61,54;12/11/2022 01:00;São Paulo;90001
251497;Monitor para jogos 4K de 27 polegadas;1;2008,44;18/06/2023 03:12;Fortaleza;94016
251498;Fones de ouvido Bose SoundSport;1;514,94;05/12/2022 14:56;Rio de Janeiro;73301
251499;Cabo de carregamento USB-C;1;61,54;08/02/2023 05:17;Campinas;30301
251500;Fones de ouvido Apple Airpods;1;772,5;25/10/2022 10:23;Salvador;2215
251501;iPhone;1;9890;17/05/2023 14:18;Manaus;10001
251502;Cabo de carregamento USB-C;1;61,54;02/05/2023 11:01;Campinas;30301
251503;Fones de ouvido com fio;1;61,74;28/11/2022 08:42;Fortaleza;94016
251504;Pilhas AA (pacote com 4);1;19,77;05/09/2023 08:56;Rio de Janeiro;73301
251505;Baterias AAA (pacote com 4);1;15,39;15/10/2022 19:07;Fortaleza;94016
251506;iPhone;1;9890;02/01/2023 05:45;Belo Horizonte;98101
251506;Cabo de carregamento Lightning;1;76,99;27/06/2023 22:57;Belo Horizonte;98101
251507;Cabo de carregamento USB-C;1;61,54;20/10/2022 10:32;Campinas;30301
251508;Pilhas AA (pacote com 4);2;19,77;03/07/2023 18:57;Fortaleza;94016
251509;Fones de ouvido Bose SoundSport;1;514,94;18/08/2023 20:02;Rio de Janeiro;73301
251510;Cabo de carregamento USB-C;1;61,54;31/10/2022 19:31;Fortaleza;94016
251511;Pilhas AA (pacote com 4);1;19,77;19/03/2023 22:13;Salvador;2215
251512;iPhone;1;9890;17/08/2023 01:22;Belo Horizonte;98101
251513;Fones de ouvido com fio;1;61,74;26/10/2022 15:26;São Paulo;90001
251514;Cabo de carregamento Lightning;1;76,99;04/09/2023 08:17;Belo Horizonte;98101
251515;Fones de ouvido Bose SoundSport;1;514,94;05/02/2023 09:44;Salvador;2215
251516;Fones de ouvido com fio;1;61,74;11/01/2023 21:53;Fortaleza;94016
251517;Fones de ouvido com fio;1;61,74;27/01/2023 20:47;Florianópolis;75001
251518;Laptop ThinkPad;1;5149,94;03/09/2023 10:13;Bahia;97035
251519;Fones de ouvido com fio;1;61,74;30/08/2023 22:35;São Paulo;90001
251520;Cabo de carregamento Lightning;1;76,99;27/09/2023 01:12;Florianópolis;75001
251521;Pilhas AA (pacote com 4);1;19,77;13/06/2023 12:06;Salvador;2215
251522;Telefone Motorola X;1;2060;10/05/2023 11:23;Rio de Janeiro;73301
251523;Fones de ouvido com fio;1;61,74;27/04/2023 22:17;Florianópolis;75001
251524;Baterias AAA (pacote com 4);1;15,39;04/03/2023 23:41;Salvador;2215
