PEDIDO;PRODUTO;QUANTIDADE;PREÇO UNITÁRIO;DATA E HORA COMPRA;CIDADE;CÓDIGO CLIENTE;MES;REFERENCIA
250401;Cabo de carregamento Lightning;1;76,99;26/02/2023 14:00;Salvador;2215;2;202302
250402;Cabo de carregamento USB-C;1;61,54;15/11/2022 08:53;Fortaleza;94016;11;202211
250403;Fones de ouvido com fio;1;61,74;25/01/2023 19:00;Bahia;97035;1;202301
250404;Baterias AAA (pacote com 4);1;15,39;04/04/2023 08:29;Salvador;2215;4;202304
250405;Baterias AAA (pacote com 4);2;15,39;08/04/2023 13:05;Campinas;30301;4;202304
250406;Monitor FHD de 27 polegadas;1;772,44;21/09/2023 11:55;Manaus;10001;9;202309
250407;TV de tela plana;1;1545;02/01/2023 05:40;Campinas;30301;1;202301
250408;Pilhas AA (pacote com 4);1;19,77;24/07/2023 19:29;Florianópolis;75001;7;202307
250409;Fones de ouvido com fio;1;61,74;26/09/2023 14:42;Campinas;30301;9;202309
250410;Laptop Macbook Pro;1;8755;19/03/2023 13:05;São Paulo;90001;3;202303
250411;Monitor para jogos 4K de 27 polegadas;1;2008,44;30/03/2023 20:01;Fortaleza;94016;3;202303
250412;Baterias AAA (pacote com 4);1;15,39;07/09/2023 12:14;Fortaleza;94016;9;202309
250413;Monitor FHD de 27 polegadas;1;772,44;10/06/2023 10:32;Fortaleza;94016;6;202306
250414;Fones de ouvido com fio;1;61,74;07/03/2023 05:44;Florianópolis;75001;3;202303
250415;Fones de ouvido Apple Airpods;1;772,5;28/04/2023 00:40;Bahia;97035;4;202304
250416;Pilhas AA (pacote com 4);1;19,77;07/08/2023 03:13;Salvador;2215;8;202308
250417;Monitor de 20 polegadas;1;566,44;20/10/2022 02:16;Rio de Janeiro;73301;10;202210
250418;Monitor FHD de 27 polegadas;1;772,44;20/07/2023 22:58;São Paulo;90001;7;202307
250419;Fones de ouvido Apple Airpods;1;772,5;12/04/2023 21:18;Florianópolis;75001;4;202304
250420;Pilhas AA (pacote com 4);1;19,77;18/08/2023 06:36;Belo Horizonte;98101;8;202308
250421;Fones de ouvido com fio;2;61,74;29/08/2023 03:01;Belo Horizonte;98101;8;202308
250422;Cabo de carregamento USB-C;1;61,54;07/12/2022 21:54;Rio de Janeiro;73301;12;202212
250423;Fones de ouvido com fio;1;61,74;04/11/2022 01:39;São Paulo;90001;11;202211
250424;Pilhas AA (pacote com 4);3;19,77;04/09/2023 16:51;São Paulo;90001;9;202309
250425;Pilhas AA (pacote com 4);2;19,77;13/03/2023 13:27;São Paulo;90001;3;202303
250426;Cabo de carregamento USB-C;1;61,54;28/01/2023 05:41;Fortaleza;94016;1;202301
250427;Fones de ouvido com fio;1;61,74;07/08/2023 01:57;Bahia;97035;8;202308
250428;iPhone;1;9890;30/08/2023 09:29;Fortaleza;94016;8;202308
250429;Telefone Motorola X;1;2060;21/09/2023 06:49;Florianópolis;75001;9;202309
250430;Fones de ouvido Apple Airpods;1;772,5;29/01/2023 14:02;São Paulo;90001;1;202301
250431;TV de tela plana;1;1545;24/02/2023 06:54;Campinas;30301;2;202302
250432;Baterias AAA (pacote com 4);5;15,39;09/09/2023 08:21;Manaus;10001;9;202309
250433;Pilhas AA (pacote com 4);1;19,77;28/08/2023 11:14;Fortaleza;94016;8;202308
250434;Fones de ouvido com fio;2;61,74;29/12/2022 00:09;Fortaleza;94016;12;202212
250435;Pilhas AA (pacote com 4);1;19,77;15/11/2022 22:59;Florianópolis;75001;11;202211
250436;Baterias AAA (pacote com 4);3;15,39;30/05/2023 01:37;São Paulo;90001;5;202305
250437;Monitor FHD de 27 polegadas;1;772,44;04/09/2023 06:35;Florianópolis;75001;9;202309
250438;Monitor ultralargo de 34 pol.;1;1956,94;18/01/2023 18:12;São Paulo;90001;1;202301
250439;Monitor para jogos 4K de 27 polegadas;1;2008,44;30/05/2023 11:11;Salvador;2215;5;202305
250440;Laptop Macbook Pro;1;8755;21/06/2023 18:58;Belo Horizonte;98101;6;202306
250441;Laptop Macbook Pro;1;8755;03/07/2023 03:34;Fortaleza;94016;7;202307
250442;Cabo de carregamento USB-C;1;61,54;13/12/2022 23:09;São Paulo;90001;12;202212
250443;Fones de ouvido com fio;2;61,74;16/01/2023 15:55;Belo Horizonte;98101;1;202301
250444;Cabo de carregamento Lightning;1;76,99;19/05/2023 08:20;Bahia;97035;5;202305
250445;Fones de ouvido Bose SoundSport;1;514,94;25/08/2023 16:50;São Paulo;90001;8;202308
250446;Xiaomi Redmi 10;1;3090;27/09/2023 17:46;Belo Horizonte;98101;9;202309
250447;Secadora LG;1;3090;16/02/2023 21:41;Rio de Janeiro;73301;2;202302
250448;Cabo de carregamento Lightning;1;76,99;26/01/2023 10:34;Fortaleza;94016;1;202301
250449;Fones de ouvido com fio;1;61,74;18/08/2023 15:08;Salvador;2215;8;202308
250450;Cabo de carregamento USB-C;1;61,54;25/06/2023 18:07;Manaus;10001;6;202306
250451;Cabo de carregamento USB-C;1;61,54;10/08/2023 15:41;Fortaleza;94016;8;202308
250452;Monitor ultralargo de 34 pol.;1;1956,94;12/11/2022 17:46;Fortaleza;94016;11;202211
250453;Fones de ouvido Apple Airpods;1;772,5;06/02/2023 02:23;Salvador;2215;2;202302
250454;Cabo de carregamento USB-C;1;61,54;14/06/2023 08:46;Rio de Janeiro;73301;6;202306
250455;Pilhas AA (pacote com 4);1;19,77;11/05/2023 18:39;São Paulo;90001;5;202305
250456;Fones de ouvido Apple Airpods;1;772,5;10/04/2023 16:56;Fortaleza;94016;4;202304
250457;Fones de ouvido Bose SoundSport;1;514,94;15/07/2023 01:59;Salvador;2215;7;202307
250458;Pilhas AA (pacote com 4);1;19,77;10/11/2022 21:53;Manaus;10001;11;202211
250459;Cabo de carregamento USB-C;1;61,54;10/06/2023 10:10;Fortaleza;94016;6;202306
250460;Cabo de carregamento Lightning;1;76,99;01/11/2022 00:34;Manaus;10001;11;202211
250461;Fones de ouvido Apple Airpods;1;772,5;19/02/2023 15:13;Campinas;30301;2;202302
250462;Monitor FHD de 27 polegadas;1;772,44;13/06/2023 15:33;Manaus;10001;6;202306
250463;Pilhas AA (pacote com 4);1;19,77;27/02/2023 06:38;Bahia;97035;2;202302
250464;Baterias AAA (pacote com 4);1;15,39;13/07/2023 06:12;Fortaleza;94016;7;202307
250465;Monitor FHD de 27 polegadas;1;772,44;29/03/2023 12:03;Florianópolis;75001;3;202303
250466;Fones de ouvido com fio;1;61,74;11/07/2023 19:19;Fortaleza;94016;7;202307
250467;Fones de ouvido Apple Airpods;1;772,5;24/10/2022 02:07;Florianópolis;75001;10;202210
250468;Laptop ThinkPad;1;5149,94;29/09/2023 23:48;Bahia;97035;9;202309
250469;iPhone;1;9890;05/05/2023 14:34;Belo Horizonte;98101;5;202305
250470;Baterias AAA (pacote com 4);1;15,39;25/11/2022 20:01;São Paulo;90001;11;202211
250471;Fones de ouvido Apple Airpods;1;772,5;09/02/2023 01:45;Manaus;10001;2;202302
250472;Fones de ouvido com fio;2;61,74;10/05/2023 00:37;Rio de Janeiro;73301;5;202305
250473;Pilhas AA (pacote com 4);1;19,77;11/06/2023 22:56;São Paulo;90001;6;202306
250474;Fones de ouvido com fio;1;61,74;02/06/2023 02:31;São Paulo;90001;6;202306
250475;Pilhas AA (pacote com 4);1;19,77;05/05/2023 16:34;Fortaleza;94016;5;202305
250476;Pilhas AA (pacote com 4);2;19,77;21/04/2023 16:03;São Paulo;90001;4;202304
250477;TV de tela plana;1;1545;08/02/2023 06:03;Rio de Janeiro;73301;2;202302
250478;Cabo de carregamento USB-C;1;61,54;09/12/2022 06:43;Manaus;10001;12;202212
250479;iPhone;1;9890;27/12/2022 03:02;Manaus;10001;12;202212
250480;Fones de ouvido Bose SoundSport;1;514,94;21/11/2022 15:18;Campinas;30301;11;202211
250481;Baterias AAA (pacote com 4);1;15,39;13/07/2023 07:00;Fortaleza;94016;7;202307
250482;Cabo de carregamento USB-C;1;61,54;02/05/2023 09:15;Manaus;10001;5;202305
250483;Fones de ouvido com fio;1;61,74;09/10/2023 14:23;Campinas;30301;10;202310
250484;Secadora LG;1;3090;15/08/2023 07:21;Campinas;30301;8;202308
250484;Pilhas AA (pacote com 4);1;19,77;18/05/2023 05:06;Campinas;30301;5;202305
250485;Monitor ultralargo de 34 pol.;1;1956,94;13/04/2023 13:56;São Paulo;90001;4;202304
250486;Cabo de carregamento Lightning;1;76,99;23/03/2023 19:22;Manaus;10001;3;202303
250487;Fones de ouvido Apple Airpods;1;772,5;27/10/2022 10:18;Salvador;2215;10;202210
250488;Laptop ThinkPad;1;5149,94;23/03/2023 16:13;Fortaleza;94016;3;202303
250489;Xiaomi Redmi 10;1;3090;23/03/2023 19:58;Belo Horizonte;98101;3;202303
250490;Cabo de carregamento Lightning;1;76,99;22/12/2022 06:35;Fortaleza;94016;12;202212
250491;Monitor ultralargo de 34 pol.;1;1956,94;06/11/2022 15:34;Fortaleza;94016;11;202211
250492;Cabo de carregamento USB-C;1;61,54;07/01/2023 02:25;Manaus;10001;1;202301
250493;Fones de ouvido Apple Airpods;1;772,5;13/03/2023 16:44;Manaus;10001;3;202303
250494;Monitor FHD de 27 polegadas;1;772,44;27/03/2023 12:16;Salvador;2215;3;202303
250495;iPhone;1;9890;31/12/2022 16:35;Belo Horizonte;98101;12;202212
250496;Fones de ouvido Bose SoundSport;1;514,94;13/09/2023 08:53;Campinas;30301;9;202309
250497;Monitor de 20 polegadas;1;566,44;21/08/2023 13:39;Belo Horizonte;98101;8;202308
250498;Fones de ouvido Bose SoundSport;1;514,94;29/08/2023 12:09;Fortaleza;94016;8;202308
250499;Cabo de carregamento USB-C;2;61,54;06/04/2023 00:37;Florianópolis;75001;4;202304
250500;Fones de ouvido Apple Airpods;1;772,5;08/08/2023 15:20;Fortaleza;94016;8;202308
250501;Cabo de carregamento Lightning;1;76,99;29/04/2023 15:01;Florianópolis;75001;4;202304
250502;Cabo de carregamento USB-C;1;61,54;28/06/2023 12:08;Fortaleza;94016;6;202306
250503;Fones de ouvido Apple Airpods;1;772,5;29/05/2023 20:23;Fortaleza;94016;5;202305
250504;Cabo de carregamento Lightning;1;76,99;14/08/2023 05:16;Rio de Janeiro;73301;8;202308
250505;Cabo de carregamento USB-C;1;61,54;07/12/2022 13:08;Salvador;2215;12;202212
250506;Fones de ouvido Bose SoundSport;1;514,94;06/09/2023 08:53;Campinas;30301;9;202309
250507;Monitor para jogos 4K de 27 polegadas;1;2008,44;12/06/2023 22:25;Fortaleza;94016;6;202306
250508;Cabo de carregamento USB-C;1;61,54;09/12/2022 07:20;Manaus;10001;12;202212
250509;Baterias AAA (pacote com 4);1;15,39;13/01/2023 14:14;Salvador;2215;1;202301
250510;Fones de ouvido com fio;1;61,74;15/01/2023 00:40;Florianópolis;75001;1;202301
250511;Baterias AAA (pacote com 4);1;15,39;16/07/2023 04:07;Fortaleza;94016;7;202307
250512;Fones de ouvido Bose SoundSport;1;514,94;17/02/2023 20:09;Rio de Janeiro;73301;2;202302
250513;Fones de ouvido Bose SoundSport;1;514,94;27/02/2023 10:10;Belo Horizonte;98101;2;202302
250514;Fones de ouvido Apple Airpods;1;772,5;27/01/2023 00:00;Campinas;30301;1;202301
250515;Fones de ouvido Bose SoundSport;1;514,94;26/09/2023 01:31;Florianópolis;75001;9;202309
250516;Monitor ultralargo de 34 pol.;1;1956,94;29/11/2022 01:44;Fortaleza;94016;11;202211
250517;Baterias AAA (pacote com 4);1;15,39;15/04/2023 11:43;Belo Horizonte;98101;4;202304
250518;Fones de ouvido Bose SoundSport;1;514,94;23/01/2023 04:46;Rio de Janeiro;73301;1;202301
250519;TV de tela plana;1;1545;05/02/2023 05:58;Fortaleza;94016;2;202302
250520;TV de tela plana;1;1545;12/08/2023 13:03;São Paulo;90001;8;202308
250521;Fones de ouvido Bose SoundSport;1;514,94;31/03/2023 01:46;Fortaleza;94016;3;202303
250522;Fones de ouvido Apple Airpods;1;772,5;12/12/2022 10:19;Fortaleza;94016;12;202212
250523;Pilhas AA (pacote com 4);2;19,77;20/06/2023 09:18;Salvador;2215;6;202306
250524;Máquina de lavar LG;1;3090;02/11/2022 22:44;Campinas;30301;11;202211
250525;Baterias AAA (pacote com 4);1;15,39;19/08/2023 03:34;Fortaleza;94016;8;202308
250526;Fones de ouvido Bose SoundSport;1;514,94;09/08/2023 02:26;Florianópolis;75001;8;202308
250527;Baterias AAA (pacote com 4);1;15,39;20/05/2023 10:17;Fortaleza;94016;5;202305
250528;Fones de ouvido com fio;1;61,74;20/03/2023 01:31;Manaus;10001;3;202303
250529;Monitor ultralargo de 34 pol.;1;1956,94;05/08/2023 10:22;Fortaleza;94016;8;202308
250530;Laptop ThinkPad;1;5149,94;24/05/2023 09:07;Manaus;10001;5;202305
250531;Fones de ouvido Apple Airpods;1;772,5;19/05/2023 07:44;Fortaleza;94016;5;202305
250532;Fones de ouvido Bose SoundSport;1;514,94;14/06/2023 14:35;São Paulo;90001;6;202306
250533;Cabo de carregamento USB-C;1;61,54;16/10/2022 00:38;Bahia;97035;10;202210
250534;Fones de ouvido com fio;1;61,74;29/12/2022 01:18;Florianópolis;75001;12;202212
250534;iPhone;1;9890;17/03/2023 23:53;Florianópolis;75001;3;202303
250535;Baterias AAA (pacote com 4);1;15,39;20/06/2023 19:22;Salvador;2215;6;202306
250536;Cabo de carregamento USB-C;1;61,54;17/08/2023 16:07;Bahia;97035;8;202308
250537;Monitor de 20 polegadas;1;566,44;20/06/2023 00:46;Salvador;2215;6;202306
250538;Laptop Macbook Pro;1;8755;29/12/2022 04:02;Manaus;10001;12;202212
250539;Xiaomi Redmi 10;1;3090;28/02/2023 14:01;Salvador;2215;2;202302
250540;Fones de ouvido com fio;1;61,74;16/07/2023 14:56;Fortaleza;94016;7;202307
250541;Fones de ouvido Apple Airpods;1;772,5;11/07/2023 00:56;São Paulo;90001;7;202307
250542;Fones de ouvido Apple Airpods;1;772,5;31/08/2023 13:47;Fortaleza;94016;8;202308
250543;Cabo de carregamento Lightning;1;76,99;12/08/2023 15:31;São Paulo;90001;8;202308
250544;Cabo de carregamento Lightning;2;76,99;10/02/2023 21:40;Fortaleza;94016;2;202302
250545;Telefone Motorola X;1;2060;19/05/2023 22:14;Fortaleza;94016;5;202305
250546;Fones de ouvido com fio;1;61,74;20/04/2023 05:50;Fortaleza;94016;4;202304
250547;Cabo de carregamento Lightning;1;76,99;07/09/2023 22:42;Fortaleza;94016;9;202309
250548;Baterias AAA (pacote com 4);1;15,39;11/09/2023 00:48;Manaus;10001;9;202309
250549;iPhone;1;9890;22/12/2022 23:17;Belo Horizonte;98101;12;202212
250549;Cabo de carregamento Lightning;1;76,99;25/02/2023 13:37;Belo Horizonte;98101;2;202302
250550;Monitor de 20 polegadas;1;566,44;17/12/2022 05:54;Fortaleza;94016;12;202212
250551;TV de tela plana;1;1545;08/03/2023 08:46;Rio de Janeiro;73301;3;202303
250551;Cabo de carregamento Lightning;1;76,99;17/11/2022 21:02;Rio de Janeiro;73301;11;202211
250552;Fones de ouvido Apple Airpods;1;772,5;30/10/2022 14:47;Fortaleza;94016;10;202210
250553;Fones de ouvido Bose SoundSport;1;514,94;28/06/2023 02:39;Florianópolis;75001;6;202306
250554;Fones de ouvido com fio;1;61,74;16/01/2023 15:32;Campinas;30301;1;202301
250555;TV de tela plana;1;1545;29/11/2022 02:58;São Paulo;90001;11;202211
250556;Xiaomi Redmi 10;1;3090;22/12/2022 05:26;Fortaleza;94016;12;202212
250557;Fones de ouvido com fio;1;61,74;23/03/2023 09:17;Manaus;10001;3;202303
250558;Cabo de carregamento USB-C;1;61,54;10/04/2023 14:05;Belo Horizonte;98101;4;202304
250559;Fones de ouvido Apple Airpods;1;772,5;23/10/2022 10:37;Fortaleza;94016;10;202210
250560;Monitor ultralargo de 34 pol.;1;1956,94;12/06/2023 19:32;Manaus;10001;6;202306
250561;Cabo de carregamento USB-C;1;61,54;04/02/2023 16:57;Fortaleza;94016;2;202302
250562;Cabo de carregamento Lightning;1;76,99;06/08/2023 18:55;São Paulo;90001;8;202308
250563;Cabo de carregamento USB-C;1;61,54;30/09/2023 11:10;Belo Horizonte;98101;9;202309
250564;Pilhas AA (pacote com 4);1;19,77;12/12/2022 20:06;Belo Horizonte;98101;12;202212
250565;Fones de ouvido Apple Airpods;1;772,5;31/03/2023 06:52;Fortaleza;94016;3;202303
250566;Baterias AAA (pacote com 4);2;15,39;21/07/2023 16:16;Manaus;10001;7;202307
250567;Cabo de carregamento USB-C;1;61,54;20/10/2022 04:30;Campinas;30301;10;202210
250568;Cabo de carregamento Lightning;1;76,99;12/04/2023 03:07;Rio de Janeiro;73301;4;202304
250569;Fones de ouvido com fio;1;61,74;28/12/2022 21:05;São Paulo;90001;12;202212
250570;Baterias AAA (pacote com 4);1;15,39;01/11/2022 22:45;Fortaleza;94016;11;202211
250571;Monitor FHD de 27 polegadas;1;772,44;01/03/2023 17:40;Salvador;2215;3;202303
250572;Baterias AAA (pacote com 4);1;15,39;21/11/2022 18:46;Fortaleza;94016;11;202211
250573;Fones de ouvido Bose SoundSport;1;514,94;01/09/2023 23:17;Belo Horizonte;98101;9;202309
250574;Monitor FHD de 27 polegadas;1;772,44;21/11/2022 01:58;Florianópolis;75001;11;202211
250575;Cabo de carregamento USB-C;1;61,54;09/12/2022 13:13;Florianópolis;75001;12;202212
250576;Fones de ouvido Apple Airpods;1;772,5;10/10/2023 21:18;Campinas;30301;10;202310
250577;Cabo de carregamento USB-C;1;61,54;12/06/2023 04:39;Florianópolis;75001;6;202306
250578;Fones de ouvido com fio;1;61,74;16/06/2023 14:28;Salvador;2215;6;202306
250579;Fones de ouvido Apple Airpods;1;772,5;02/09/2023 20:49;Salvador;2215;9;202309
250580;Monitor para jogos 4K de 27 polegadas;1;2008,44;20/10/2022 09:45;Rio de Janeiro;73301;10;202210
250581;Laptop Macbook Pro;1;8755;06/10/2023 10:42;Rio de Janeiro;73301;10;202310
250582;Monitor FHD de 27 polegadas;1;772,44;10/05/2023 01:33;Campinas;30301;5;202305
250583;Monitor ultralargo de 34 pol.;1;1956,94;25/09/2023 15:05;Fortaleza;94016;9;202309
250584;Cabo de carregamento Lightning;1;76,99;21/02/2023 21:21;Florianópolis;75001;2;202302
250585;Monitor FHD de 27 polegadas;1;772,44;04/06/2023 07:01;Campinas;30301;6;202306
250586;Fones de ouvido com fio;1;61,74;02/09/2023 04:19;Florianópolis;75001;9;202309
250587;Laptop Macbook Pro;1;8755;26/02/2023 16:46;Belo Horizonte;98101;2;202302
250588;Baterias AAA (pacote com 4);1;15,39;31/05/2023 07:16;Manaus;10001;5;202305
250589;Baterias AAA (pacote com 4);3;15,39;28/10/2022 22:22;São Paulo;90001;10;202210
250590;Monitor ultralargo de 34 pol.;1;1956,94;31/07/2023 01:56;Bahia;4101;7;202307
250591;Cabo de carregamento USB-C;1;61,54;12/01/2023 09:57;Manaus;10001;1;202301
250592;Monitor de 20 polegadas;1;566,44;24/02/2023 04:51;Manaus;10001;2;202302
250593;Cabo de carregamento Lightning;1;76,99;30/07/2023 22:00;Manaus;10001;7;202307
250594;Cabo de carregamento Lightning;1;76,99;16/07/2023 10:06;Bahia;97035;7;202307
250595;Monitor FHD de 27 polegadas;1;772,44;08/01/2023 06:42;Salvador;2215;1;202301
250596;Baterias AAA (pacote com 4);1;15,39;12/12/2022 10:24;Fortaleza;94016;12;202212
250597;Baterias AAA (pacote com 4);1;15,39;28/06/2023 05:11;São Paulo;90001;6;202306
250598;Cabo de carregamento Lightning;1;76,99;10/02/2023 20:17;Belo Horizonte;98101;2;202302
250599;Xiaomi Redmi 10;1;3090;25/03/2023 10:42;São Paulo;90001;3;202303
250599;Cabo de carregamento USB-C;1;61,54;04/04/2023 17:20;São Paulo;90001;4;202304
250600;Fones de ouvido Bose SoundSport;1;514,94;30/11/2022 22:13;Fortaleza;94016;11;202211
250601;Fones de ouvido com fio;1;61,74;04/02/2023 19:53;Salvador;2215;2;202302
250602;Fones de ouvido com fio;1;61,74;07/02/2023 01:16;Salvador;2215;2;202302
250603;Monitor FHD de 27 polegadas;1;772,44;17/02/2023 07:12;Belo Horizonte;98101;2;202302
250604;Cabo de carregamento USB-C;1;61,54;24/09/2023 18:29;Manaus;10001;9;202309
250605;Pilhas AA (pacote com 4);1;19,77;05/11/2022 08:10;São Paulo;90001;11;202211
250606;Cabo de carregamento Lightning;1;76,99;15/12/2022 22:50;Manaus;10001;12;202212
250607;Cabo de carregamento Lightning;1;76,99;05/12/2022 02:09;Manaus;10001;12;202212
250608;Monitor para jogos 4K de 27 polegadas;1;2008,44;12/02/2023 08:21;Manaus;10001;2;202302
250609;Cabo de carregamento Lightning;1;76,99;25/11/2022 10:56;Florianópolis;75001;11;202211
250610;Baterias AAA (pacote com 4);1;15,39;03/07/2023 14:12;Campinas;30301;7;202307
250611;Fones de ouvido com fio;1;61,74;18/06/2023 06:44;Rio de Janeiro;73301;6;202306
250611;TV de tela plana;1;1545;06/07/2023 02:15;Rio de Janeiro;73301;7;202307
250612;Cabo de carregamento USB-C;1;61,54;18/10/2022 05:24;São Paulo;90001;10;202210
250613;Cabo de carregamento USB-C;1;61,54;15/09/2023 03:08;Salvador;2215;9;202309
250614;Fones de ouvido com fio;1;61,74;25/06/2023 15:08;Belo Horizonte;98101;6;202306
250615;Cabo de carregamento USB-C;1;61,54;25/08/2023 09:10;Manaus;10001;8;202308
250616;Fones de ouvido Bose SoundSport;1;514,94;16/04/2023 17:26;Manaus;10001;4;202304
250617;Monitor de 20 polegadas;1;566,44;28/10/2022 17:34;Rio de Janeiro;73301;10;202210
250618;Fones de ouvido Apple Airpods;1;772,5;27/10/2022 00:36;Bahia;4101;10;202210
250619;Fones de ouvido com fio;1;61,74;17/01/2023 19:40;Rio de Janeiro;73301;1;202301
250620;Fones de ouvido Bose SoundSport;1;514,94;17/01/2023 23:21;Campinas;30301;1;202301
250621;Monitor para jogos 4K de 27 polegadas;1;2008,44;29/12/2022 21:05;Manaus;10001;12;202212
250622;Baterias AAA (pacote com 4);2;15,39;02/05/2023 09:51;Salvador;2215;5;202305
250623;Fones de ouvido com fio;1;61,74;31/03/2023 10:52;Campinas;30301;3;202303
250624;Baterias AAA (pacote com 4);2;15,39;03/05/2023 11:57;Belo Horizonte;98101;5;202305
250625;iPhone;1;9890;02/11/2022 22:52;Rio de Janeiro;73301;11;202211
250625;Cabo de carregamento Lightning;1;76,99;17/04/2023 17:43;Rio de Janeiro;73301;4;202304
250626;Fones de ouvido Apple Airpods;1;772,5;28/11/2022 20:46;Salvador;2215;11;202211
250627;TV de tela plana;1;1545;30/08/2023 12:42;Manaus;10001;8;202308
250628;Cabo de carregamento Lightning;2;76,99;15/10/2022 13:13;Bahia;4101;10;202210
250629;Cabo de carregamento USB-C;1;61,54;14/11/2022 15:50;Fortaleza;94016;11;202211
250630;iPhone;1;9890;01/09/2023 20:38;Bahia;97035;9;202309
250631;Cabo de carregamento Lightning;1;76,99;06/04/2023 09:31;São Paulo;90001;4;202304
250632;Cabo de carregamento Lightning;1;76,99;27/03/2023 09:39;Manaus;10001;3;202303
250633;Baterias AAA (pacote com 4);1;15,39;22/11/2022 15:36;Salvador;2215;11;202211
250634;Fones de ouvido com fio;1;61,74;01/10/2023 14:37;Salvador;2215;10;202310
250635;Fones de ouvido Bose SoundSport;1;514,94;22/04/2023 02:24;Fortaleza;94016;4;202304
250636;Fones de ouvido Bose SoundSport;1;514,94;08/05/2023 13:19;Bahia;97035;5;202305
250637;Fones de ouvido Bose SoundSport;1;514,94;29/04/2023 04:01;Fortaleza;94016;4;202304
250638;Cabo de carregamento USB-C;1;61,54;12/06/2023 04:52;Belo Horizonte;98101;6;202306
250639;Cabo de carregamento USB-C;1;61,54;19/05/2023 20:37;Manaus;10001;5;202305
250640;Monitor para jogos 4K de 27 polegadas;1;2008,44;22/02/2023 01:53;Florianópolis;75001;2;202302
250641;Secadora LG;1;3090;17/09/2023 11:02;Fortaleza;94016;9;202309
250642;Cabo de carregamento Lightning;1;76,99;22/12/2022 18:28;Fortaleza;94016;12;202212
250643;Fones de ouvido com fio;1;61,74;22/10/2022 00:29;São Paulo;90001;10;202210
250644;Secadora LG;1;3090;24/07/2023 05:58;Fortaleza;94016;7;202307
250645;Fones de ouvido com fio;1;61,74;16/08/2023 05:45;São Paulo;90001;8;202308
250646;Cabo de carregamento USB-C;1;61,54;24/07/2023 04:30;Fortaleza;94016;7;202307
250647;Baterias AAA (pacote com 4);1;15,39;18/10/2022 06:34;Fortaleza;94016;10;202210
250648;Baterias AAA (pacote com 4);1;15,39;03/04/2023 08:48;Belo Horizonte;98101;4;202304
250649;Fones de ouvido Apple Airpods;1;772,5;18/03/2023 12:50;Belo Horizonte;98101;3;202303
250650;iPhone;1;9890;29/07/2023 00:04;Bahia;97035;7;202307
250651;Fones de ouvido com fio;1;61,74;21/08/2023 04:28;Rio de Janeiro;73301;8;202308
250652;Pilhas AA (pacote com 4);1;19,77;17/03/2023 14:09;Bahia;97035;3;202303
250653;Baterias AAA (pacote com 4);1;15,39;24/10/2022 01:07;Campinas;30301;10;202210
250654;Fones de ouvido com fio;2;61,74;05/04/2023 22:41;Fortaleza;94016;4;202304
250655;Monitor FHD de 27 polegadas;1;772,44;30/12/2022 14:07;Salvador;2215;12;202212
250656;Cabo de carregamento Lightning;1;76,99;21/05/2023 12:38;Manaus;10001;5;202305
250657;Laptop ThinkPad;1;5149,94;23/08/2023 03:37;Campinas;30301;8;202308
250658;Fones de ouvido com fio;1;61,74;22/07/2023 07:25;Florianópolis;75001;7;202307
250659;Monitor de 20 polegadas;1;566,44;22/03/2023 15:32;Fortaleza;94016;3;202303
250660;Laptop ThinkPad;1;5149,94;19/12/2022 08:11;Fortaleza;94016;12;202212
250661;Fones de ouvido Apple Airpods;1;772,5;14/03/2023 07:52;Fortaleza;94016;3;202303
250662;Fones de ouvido Apple Airpods;1;772,5;06/09/2023 11:09;Fortaleza;94016;9;202309
250663;Cabo de carregamento USB-C;1;61,54;23/06/2023 16:37;Manaus;10001;6;202306
250664;Baterias AAA (pacote com 4);1;15,39;08/04/2023 12:26;Florianópolis;75001;4;202304
250665;Monitor ultralargo de 34 pol.;1;1956,94;09/04/2023 01:46;Manaus;10001;4;202304
250666;Baterias AAA (pacote com 4);1;15,39;18/07/2023 07:23;Florianópolis;75001;7;202307
250667;Pilhas AA (pacote com 4);1;19,77;01/06/2023 20:37;Campinas;30301;6;202306
250668;Monitor FHD de 27 polegadas;1;772,44;23/11/2022 17:29;Fortaleza;94016;11;202211
250669;Pilhas AA (pacote com 4);1;19,77;01/02/2023 14:56;Fortaleza;94016;2;202302
250670;TV de tela plana;1;1545;21/05/2023 18:37;Bahia;97035;5;202305
250671;Cabo de carregamento USB-C;2;61,54;11/03/2023 00:48;Bahia;97035;3;202303
250672;Fones de ouvido Bose SoundSport;1;514,94;19/01/2023 22:40;Fortaleza;94016;1;202301
250673;Laptop ThinkPad;1;5149,94;29/05/2023 11:20;Manaus;10001;5;202305
250673;Secadora LG;1;3090;18/01/2023 20:58;Manaus;10001;1;202301
250674;Fones de ouvido Bose SoundSport;1;514,94;02/12/2022 12:02;São Paulo;90001;12;202212
250675;Cabo de carregamento USB-C;1;61,54;26/03/2023 04:52;Salvador;2215;3;202303
250676;Baterias AAA (pacote com 4);1;15,39;16/03/2023 20:59;Manaus;10001;3;202303
250677;Baterias AAA (pacote com 4);3;15,39;02/12/2022 03:47;Salvador;2215;12;202212
250678;Cabo de carregamento Lightning;1;76,99;26/10/2022 08:21;Manaus;10001;10;202210
250679;Cabo de carregamento Lightning;1;76,99;07/06/2023 06:16;Manaus;10001;6;202306
